Notes,Year,Year Code,Month,Month Code,State,State Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2009,2009,"May, 2009",2009/05,South Dakota,46,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Tennessee,47,328,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Texas,48,971,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Utah,49,99,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Vermont,50,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2009,2009,"May, 2009",2009/05,Virginia,51,340,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Washington,53,346,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,West Virginia,54,105,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Wisconsin,55,266,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"May, 2009",2009/05,Wyoming,56,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Alabama,1,264,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Alaska,2,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Arizona,4,298,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Arkansas,5,112,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,California,6,1615,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Jun., 2009",2009/06,Colorado,8,220,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Connecticut,9,213,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Delaware,10,71,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,District of Columbia,11,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Florida,12,1144,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Jun., 2009",2009/06,Georgia,13,374,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Hawaii,15,60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Idaho,16,62,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Illinois,17,623,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Indiana,18,361,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Iowa,19,115,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Kansas,20,120,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Kentucky,21,186,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Louisiana,22,183,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Maine,23,62,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Maryland,24,275,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Massachusetts,25,371,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Michigan,26,484,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Minnesota,27,161,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Mississippi,28,71,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Missouri,29,307,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Montana,30,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Nebraska,31,58,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Nevada,32,138,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,New Hampshire,33,34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,New Jersey,34,482,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,New Mexico,35,70,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,New York,36,948,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,North Carolina,37,435,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,North Dakota,38,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Ohio,39,577,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Oklahoma,40,158,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Oregon,41,180,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Pennsylvania,42,765,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Rhode Island,44,60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,South Carolina,45,242,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,South Dakota,46,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Tennessee,47,301,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Texas,48,933,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Utah,49,87,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Vermont,50,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2009,2009,"Jun., 2009",2009/06,Virginia,51,356,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Washington,53,327,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,West Virginia,54,96,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Wisconsin,55,235,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jun., 2009",2009/06,Wyoming,56,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Alabama,1,247,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Alaska,2,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Arizona,4,326,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Arkansas,5,120,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,California,6,1591,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Jul., 2009",2009/07,Colorado,8,195,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Connecticut,9,221,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Delaware,10,56,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,District of Columbia,11,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Florida,12,1151,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Jul., 2009",2009/07,Georgia,13,376,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Hawaii,15,74,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Idaho,16,58,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Illinois,17,600,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Indiana,18,338,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Iowa,19,96,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Kansas,20,108,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Kentucky,21,152,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Louisiana,22,156,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Maine,23,48,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Maryland,24,249,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Massachusetts,25,387,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Michigan,26,411,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Minnesota,27,161,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Mississippi,28,70,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Missouri,29,298,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Montana,30,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Nebraska,31,45,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Nevada,32,143,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,New Hampshire,33,48,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,New Jersey,34,475,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,New Mexico,35,60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,New York,36,908,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,North Carolina,37,386,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,North Dakota,38,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Ohio,39,602,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Oklahoma,40,134,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Oregon,41,174,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Pennsylvania,42,759,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Rhode Island,44,70,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,South Carolina,45,217,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,South Dakota,46,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Tennessee,47,294,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Texas,48,853,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Utah,49,93,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Vermont,50,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2009,2009,"Jul., 2009",2009/07,Virginia,51,297,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Washington,53,278,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,West Virginia,54,72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Wisconsin,55,210,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Jul., 2009",2009/07,Wyoming,56,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Alabama,1,254,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Alaska,2,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Arizona,4,315,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Arkansas,5,105,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,California,6,1580,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Aug., 2009",2009/08,Colorado,8,192,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Connecticut,9,201,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Delaware,10,42,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,District of Columbia,11,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Florida,12,1077,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Georgia,13,363,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Hawaii,15,52,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Idaho,16,59,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Illinois,17,567,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Indiana,18,319,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Iowa,19,107,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Kansas,20,100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Kentucky,21,145,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Louisiana,22,228,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Maine,23,58,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Maryland,24,284,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Massachusetts,25,367,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Michigan,26,433,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Minnesota,27,159,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Mississippi,28,68,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Missouri,29,285,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Montana,30,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Nebraska,31,68,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Nevada,32,115,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,New Hampshire,33,28,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,New Jersey,34,408,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,New Mexico,35,60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,New York,36,876,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,North Carolina,37,390,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,North Dakota,38,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Ohio,39,613,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Oklahoma,40,150,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Oregon,41,151,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Pennsylvania,42,686,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Rhode Island,44,58,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,South Carolina,45,199,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,South Dakota,46,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Tennessee,47,316,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Texas,48,803,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Utah,49,72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Vermont,50,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2009,2009,"Aug., 2009",2009/08,Virginia,51,278,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Washington,53,277,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,West Virginia,54,99,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Wisconsin,55,184,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Aug., 2009",2009/08,Wyoming,56,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Alabama,1,250,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Alaska,2,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Arizona,4,323,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Arkansas,5,111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,California,6,1461,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Sep., 2009",2009/09,Colorado,8,210,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Connecticut,9,160,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Delaware,10,50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,District of Columbia,11,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Florida,12,1134,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
,2009,2009,"Sep., 2009",2009/09,Georgia,13,417,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Hawaii,15,69,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Idaho,16,41,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Illinois,17,577,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Indiana,18,339,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Iowa,19,108,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Kansas,20,112,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Kentucky,21,173,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Louisiana,22,202,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Maine,23,58,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Maryland,24,252,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Massachusetts,25,337,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Michigan,26,401,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Minnesota,27,156,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Mississippi,28,76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Missouri,29,294,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Montana,30,24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Nebraska,31,67,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Nevada,32,131,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,New Hampshire,33,35,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,New Jersey,34,453,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,New Mexico,35,90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,New York,36,823,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,North Carolina,37,446,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,North Dakota,38,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Ohio,39,594,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Oklahoma,40,171,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Oregon,41,153,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Pennsylvania,42,721,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Rhode Island,44,79,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,South Carolina,45,238,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,South Dakota,46,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Tennessee,47,336,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Texas,48,869,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Utah,49,72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Vermont,50,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2009,2009,"Sep., 2009",2009/09,Virginia,51,327,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Washington,53,259,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,West Virginia,54,98,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Wisconsin,55,211,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Sep., 2009",2009/09,Wyoming,56,Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,2009,2009,"Oct., 2009",2009/10,Alabama,1,301,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Oct., 2009",2009/10,Alaska,2,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Oct., 2009",2009/10,Arizona,4,400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Oct., 2009",2009/10,Arkansas,5,121,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00%
,2009,2009,"Oct., 2009",2009/10,California,6,1823,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.10%
